"","symbol","Sector","MarketCap","EnterpriseValue","Revenue","GrossProfit","EBITDA","NetIncomeAvltoCommon","TotalCash","TotalDebt","OperatingCashFlow","LeveredFreeCashFlow","TrailingPE","ForwardPE","PEGRatio","PriceSales","PriceBook","EnterpriseValueRevenue","EnterpriseValueEBITDA","ProfitMargin","OperatingMargin","ReturnonAssets","ReturnonEquity","RevenuePerShare","QtrlyRevenueGrowth","DilutedEPS","QtrlyEarningsGrowth","TotalCashPerShare","TotalDebtEquity","CurrentRatio","BookValuePerShare","Beta","AvgVol","AvgVol1","ForwardAnnualDividendYield","TrailingAnnualDividendYield3","AnalystOpinion","RollingAVG","Volatility","Kurtosis","RSI","fit.cluster"
"11","ACE","Finance",0.249227695277724,0.267626271473327,0.187964284409187,0.0952753474916276,0.280900554513686,0.6419968588137,-0.0928343774654637,-0.0664552371606804,-0.290473314131765,-0.177494235907262,-0.130213688529842,-0.282099386352763,0.0121905273884245,-0.0939437092499737,-0.268523039625202,-0.0812194376578523,-0.0326599862443375,0.415858578691993,0.0551802312611082,-0.388075880130516,-0.0300242676117919,0.166706732247339,-0.0243356356093222,0.843887928827052,-0.031508663029823,-0.0181429302542591,-0.147896739222378,-0.107759065787203,3.08906967435771,0.0753526297691825,-0.118913231489098,-0.0511928303175543,0.146905876438673,-0.208472551949646,-0.000155661638738596,0.356426855815465,-0.88845067047197,-0.482991512839867,-1.56337585754718,88
"12","ACET","Health Care",-0.430865583693365,-0.421820918744347,-0.395096593953,-0.401522906107807,-0.411009269550143,-0.329227054772597,-0.134734110562496,-0.206658008810769,-0.287071077197864,-0.172060201757441,-0.0170374067086923,0.0398655455895067,0.00666717412329336,-0.140463490763078,-0.123812499011336,-0.148121367128727,0.0604733668871148,-0.050143921911124,0.0184217935969651,0.305671019516427,-0.0267199448784839,-0.251468454779431,0.0064908856512646,-0.185635670912756,-0.0228940028234272,-0.155575275716359,-0.123687333704415,-0.0365477450841188,-0.489026894143441,0.390368865760916,-0.508367855231521,-0.489347142357311,-0.250974792020273,-0.26717662322016,-1.30024166837851,1.2762575649788,0.414478773745561,1.18026271095094,1.7593797228907,63
"13","ACI","Energy",-0.443548266475641,-0.359399035999573,-0.32484293353287,-0.379633301698785,-0.362405508031191,-0.518802046233569,-0.121276728424159,-0.112927083352547,-0.290028985293123,-0.17026896075578,-0.226748719156384,-0.792358292286099,-0.0551943824461753,-0.246190266929223,-0.371507228037524,-0.13904991906488,0.0528825606757739,-1.11504104321381,-0.021233181369043,-0.837951053045673,-0.153437604415246,-0.310713434887286,-0.0566907447010126,-0.630348736468279,-0.0364960978861574,-0.0976327848759478,0.241719780147358,-0.013432028416102,-0.528682945739888,3.1825582302331,0.631038629603954,0.153251312624368,-0.516228570992903,-0.56069697957273,1.78746259762845,-4.33992537015649,6.42139292412649,-0.571453366725161,0.974842518312018,96
"14","ACTG","Miscellaneous",-0.43857596306736,-0.430189315628572,-0.40738818373876,-0.400140656568963,-0.418359561762238,-0.352681917021579,-0.132938254588883,-0.208659086507791,-0.290770757403914,-0.185862407253406,-0.226748719156384,-0.333169685902227,-0.00548420305999514,0.0312367937307426,-0.285391139451358,-0.0676122655620812,0.180466495843312,-1.65849060718439,-0.0871294049864703,-1.30145880695826,-0.0871017669012904,-0.418822416287637,-0.0859886781304959,-0.418274586709143,-0.0364960978861574,-0.12044764064436,-0.18102944227922,0.125262271591999,-0.43428430117878,0.648109422481425,-0.451552659155855,-0.395718207727921,0.889616457562039,0.584032410202292,-0.000155661638738596,-0.467493103196583,0.299394832845374,0.238974588573195,0.376277587885523,50
"15","ACUR","Health Care",-0.443390296766663,-0.43507047750514,-0.411618765916954,-0.41127690631467,-0.422760956252607,-0.340241275396925,-0.135051656843829,-0.208478403969797,-0.291556595184653,-0.179179932405458,-0.226748719156384,-0.792358292286099,-0.0551943824461753,0.281597799692175,0.139862535113316,0.340602897311053,-0.487232496669639,-5.97484426952242,-0.401093358956473,-3.78561801093421,-0.305872870131056,-0.448077902040011,32.2036459014609,-0.319306650154879,-0.0364960978861574,-0.172414812116853,0.00989327823340977,0.0257155562636039,-0.839465697925086,0.44764454503214,-0.491779210452794,-0.497842522117776,-0.516228570992903,-0.56069697957273,-0.487687914166154,0.645465324069027,2.85616088655739,0.58364357254493,0.586644413768846,113
"16","ACXM","Technology",-0.416923870512352,-0.408472139183685,-0.380239730160286,-0.393160210968287,-0.394503125540752,-0.340661589705606,-0.133163946179366,-0.203312593547109,-0.27119825566868,-0.16052569530735,-0.226748719156384,0.34406689507979,0.154693041628808,-0.131159534460457,-0.1983872561375,-0.142451712088822,-0.0312002158190797,-0.304487118652013,0.0108356244730331,-0.282044694594957,-0.0650002120152967,-0.310608576515414,-0.0470096884373572,-0.316736054400223,-0.0364960978861574,-0.145073199251534,-0.128667481111336,-0.060409130031749,-0.455405459094279,1.0633580971978,-0.434789279184736,-0.443033117336926,-0.516228570992903,-0.56069697957273,-1.30024166837851,0.212811780959326,-0.193193286980382,-0.344670688131054,-0.563708312593415,120
"17","ADBE","Technology",0.359333764253671,0.259029523470271,-0.277183119674646,-0.110609781594514,-0.253164579773983,-0.216768155489348,-0.0844974849410228,-0.173340483401973,-0.0481121294178002,0.166279289664076,0.671326765928936,0.338293730782894,0.00224849151118844,0.53957113353757,0.170047555854858,0.700059026841007,0.898965499155237,0.112670927213667,0.0362492910382052,-0.221455445717495,-0.0437091513846427,-0.357899702229825,-0.0138902854301151,-0.206200436950006,-0.0206031236549674,-0.0534516356101345,-0.144145625622821,-0.0421402571812196,-0.273073830558442,0.175585068493825,-0.00677571503674383,-0.081978271632094,-0.516228570992903,-0.56069697957273,-0.487687914166154,0.746873780219195,-0.759648899220589,-0.451226952065193,-0.0739296691586864,157
"18","ADI","Technology",-0.0840450573292563,-0.146271325090475,-0.314630116277536,-0.254985660497243,-0.213021520465319,-0.114767470500832,-0.0895591696880048,-0.192063804345291,-0.108998032798859,0.0135141753490026,-0.00962376873573893,-0.000102514927464758,0.0574820241624998,0.250302673946996,-0.0439109735190172,0.272567036832197,0.0835377396061892,0.68824342087644,0.0919386689252514,0.554086939914022,-0.0184591380452141,-0.344268113886425,0.0100575905905061,-0.0262587341240719,-0.0342052187176976,-3.59018666306443e-05,-0.158010663262141,0.0186317076072762,-0.162726556550937,0.232860747765049,-0.0823424107255854,-0.0583091599388084,0.1999566322332,0.202455946943952,-0.000155661638738596,-0.00644260286113735,-0.222071161081088,-0.280649820896769,0.601453061212107,138
"19","ADM","Consumer Non-Durables",0.135182232062924,0.180763296859115,2.00244148344014,-0.00382288891497983,0.322975397937823,0.479828346015607,-0.11590970498847,-0.0889476107175436,0.693659981373425,1.06491534773652,-0.128636318748363,-0.195946011460625,0.0558250181829604,-0.214895141184044,-0.232123455789812,-0.26151446792682,-0.0846278133835178,-0.117470062224889,0.00300807724061241,-0.0199961931999326,-0.0210776579470808,0.814941187161955,-0.0755433279512888,0.190956607144377,-0.0163077252141053,-0.139822161019122,-0.137065878794987,-0.0600362958919423,0.446338670685796,0.0753526297691825,0.133108977657226,0.0187629730017286,0.12038049854141,0.0850478044029236,0.487376590888677,0.279416549609305,-0.736783571361336,-0.570254943697937,0.243737604732735,199
"20","ADP","Technology",0.29334891075288,0.202434265783485,-0.0159825813867184,0.0149716041966181,0.0796730424852026,0.195206058247524,-0.107870558625616,-0.208478775744566,0.0895930891696798,0.317057151756768,-0.012384165853328,0.167763339243815,0.0740520839578932,0.00163329640422181,0.27303174426718,0.00495931894869821,0.0482112953149487,0.22620128146825,0.0534216193278331,-0.130571572401301,0.0244658846318146,-0.167476898909711,-0.0177117550078738,0.0791356918168323,-0.0379517606911162,-0.106867369353638,-0.180786196004846,-0.0827791784201524,-0.371351871471375,-0.153750087315715,-0.196144255750779,-0.140339892190676,0.146905876438673,0.143751875673438,0.974908843416092,0.0252520220922128,-0.783079712050948,-0.47995281314012,0.471066221381908,163
"21","ADS","Miscellaneous",-0.108075362186261,0.115929489002734,-0.228904347194887,-0.26950867790166,-0.127042492598603,-0.173671045822883,-0.12302137205798,0.0636659321765448,-0.0481121294178002,-0.177494235907262,0.0435335929001182,-0.0844795315744045,0.00942885075585891,-0.0051332172704115,0.390220648322581,0.279370622880083,0.226887195366512,0.134672933852152,0.0619388182987931,-0.0442318927509175,0.0350958285191543,0.568838588377645,0.011076649144575,0.733352311376835,-0.0375699474963729,0.0627954866384399,0.674339680339325,-0.122672431379472,0.519185113292313,0.37604994594311,-0.454587259176657,-0.379679936609075,-0.516228570992903,-0.56069697957273,-0.325177163323682,-0.255173666808428,-0.598937183052831,0.0531718685727396,0.347902221109672,138
"22","ADSK","Technology",-0.21759052202638,-0.244059333625238,-0.332270436991294,-0.22593962568841,-0.376125565669497,-0.313605924560209,-0.10801943170641,-0.194765863370271,-0.184734066952392,-0.04981554228717,1.06006954857454,1.47649527639398,0.285044178685902,0.132734498850242,0.0857070567240775,0.161441798050066,0.926701137235137,-0.132431426739059,0.00249083843670795,-0.542578464768044,-0.0508477354028269,-0.330846242286769,-0.0131259915145634,-0.258897649920458,-0.0442516784043807,-0.032085342112733,-0.138013259021496,-0.0540709496550347,-0.423939244240577,0.84857429993071,-0.0687536120067427,-0.226036514983993,-0.516228570992903,-0.56069697957273,-0.325177163323682,-0.74965379482745,-0.441970155510837,-0.326070016321828,1.56480834687786,59
"23","ADTN","Public Utilities",-0.426974053094514,-0.422637968002471,-0.392933024091423,-0.384724900741745,-0.415010038357473,-0.328869622132144,-0.1331590333677,-0.208123730839661,-0.280545685906398,-0.16324271238226,0.0372241137742004,0.254360803697254,0.0414642996936195,-0.129467906041799,-0.222357713785195,-0.175335711320269,0.262505593742804,-0.0659853666908333,0.000939122024994591,-0.472900828558963,-0.0454236584632459,-0.329587941824302,-0.0594931557247023,-0.235762288128552,-0.056135614090766,-0.12823366285104,-0.173591227257572,-0.0231257160510768,-0.432991169061505,-0.683550120574539,-0.414815405535059,-0.419530417780061,0.0673297427468842,0.0850478044029236,1.29993034510104,0.592983232976353,-0.547226789467985,0.251564247082275,-0.318678434788184,137
"24","AEE","Public Utilities",-0.247923857665549,-0.136062686836846,-0.232308619613332,-0.200310771445322,-0.0428928057503282,-0.139721564102825,-0.13517388164316,-0.0748201694752163,0.0051338884360254,-0.410180663803188,-0.0942496575121109,-0.116898069549281,0.0873081317942079,-0.106630922389911,-0.246328171432891,0.0151646980205265,-0.0957220686154776,0.19671859257268,0.0640422561013379,-0.201763939832319,-0.0329856889293792,-0.198514976983915,-0.0421691603055295,0.0148707979504273,-0.0335131823022253,-0.177122639497637,-0.0464758452438993,-0.0932185343347406,0.345905409577404,-0.812420398934794,-0.282355317358486,-0.271956617555845,0.624362678589408,0.642736481472806,0.324865840046205,0.236060487518808,-0.766676927297126,-0.424459464947852,-1.5633726723382,159
"25","AEGN","Basic Industries",-0.430023932114234,-0.420626328969755,-0.370645871526488,-0.387403116010148,-0.397164816722584,-0.349709930807442,-0.133239573704409,-0.201735896749511,-0.27623459452982,-0.15107493891138,-0.226748719156384,-0.214597773035212,0.0696334013457883,-0.203899556462765,-0.274737602719049,-0.239969778775182,-0.147105987584555,-0.389414864276566,0.0120425150154769,-0.0927032918528873,-0.0769394158535698,-0.0761452570089297,-0.0337619272344604,-0.436268756991736,-0.0529856552341337,-0.108859142476277,-0.104854951093668,-0.0313280671268246,-0.111432315899011,0.204222908129437,-0.491681513207103,-0.473716942738211,-0.516228570992903,-0.56069697957273,0.649887341731149,0.575902396858718,0.378635237122922,0.586214833623856,-1.32448471628984,38
