"","MarketCap","EnterpriseValue","Revenue","GrossProfit","EBITDA","NetIncomeAvltoCommon","TotalCash","TotalDebt","OperatingCashFlow","LeveredFreeCashFlow","symbol","TrailingPE","ForwardPE","PEGRatio","PriceSales","PriceBook","EnterpriseValueRevenue","EnterpriseValueEBITDA","ProfitMargin","OperatingMargin","ReturnonAssets","ReturnonEquity","RevenuePerShare","QtrlyRevenueGrowth","DilutedEPS","QtrlyEarningsGrowth","TotalCashPerShare","TotalDebtEquity","CurrentRatio","BookValuePerShare","Beta","AvgVol","AvgVol1","ForwardAnnualDividendYield","TrailingAnnualDividendYield3","Sector","AnalystOpinion","RollingAVG","Volatility","Kurtosis","RSI","cluster"
"1",1.364e+10,1.256e+10,6.97e+09,3.59e+09,1.22e+09,5.33e+08,2.2e+09,1.66e+09,1.16e+09,980500000,"A",42.92,20.79,5.48,1.96,3.28,1.8,10.28,0.0466,0.1289,0.061,0.1089,20.88,-0.025,0.95,-0.403,6.59,39.8,3.89,12.48,1.12,2457950,2653760,0.01,0.001,"Capital Goods",2.3,-0.0338314012950386,0.00985100962618061,2.86336402964669,3.93258647898118,1
"2",1.293e+10,1.953e+10,2.433e+10,4.77e+09,3.78e+09,5.88e+08,1.31e+09,8.79e+09,2e+09,616750000,"AA",20.56,10.18,1.29,0.5,1,0.8,5.17,0.0264,0.1192,0.0497,0.0482,20.2,0.01,0.48,0.014,1.07,60.04,1.5,10.02,0.79,19820000,26841700,0.012,0.012,"Capital Goods",2.4,-0.251765514986978,0.0102818561290607,7.00044451601529,47.0588235294118,2
"3",295500000,1.5e+09,437580000,-24450000,270610000,59520000,98390000,1.29e+09,-163730000,-84500000,"AAMC",6.23,0,0,0.67,0,3.44,5.56,0.1365,0.6138,0.068,0.1525,197.01,0.191,21.28,0.009,44.14,93.58,2.16,-76.79,4.72,9625,3838,0,0,"Finance",0,-0.391852819123519,0.0283708350536419,3.64985769387071,68.9367676427654,3
"4",6.9174e+11,7.2954e+11,2.2434e+11,7.054e+10,7.788e+10,5.074e+10,3.486e+10,5.442e+10,8.104e+10,5.186e+10,"AAPL",14.03,12.42,0.9,3.11,5.56,3.25,9.37,0.2262,0.3021,0.1709,0.4115,38.51,0.325,8.65,0.378,6.11,43.3,1.09,22.03,1.13,45146600,49915600,0.017,0.016,"Technology",1.9,-0.0650392878112305,0.0107829265403037,3.72025488124562,86.1990950226244,4
"5",1.23e+09,2.73e+09,1.84e+09,833020000,369520000,128040000,359690000,1.87e+09,322520000,160390000,"AAWW",9.64,10.11,1.79,0.66,0.84,1.48,7.38,0.0696,0.1234,0.0347,0.092,73.7,0.103,5.1,2.68,14.39,129.32,1.29,57.86,0.31,643152,873825,0,0,"Transportation",2.4,0.141430581945411,0.0184378421801515,7.33817483581546,45.9876626562249,5
"6",4.504e+10,4.721e+10,3.789e+10,1.122e+10,5.44e+09,2.54e+09,5.19e+09,7.99e+09,3.65e+09,3.65e+09,"ABB",17.88,16.22,2.45,1.17,3.06,1.25,8.67,0.0677,0.1113,0.0587,0.1609,16.77,-0.101,1.13,-0.075,2.34,53.23,1.47,6.55,1.17,2076690,2243250,0.009,0.039,"Consumer Durables",3.5,-0.0305381426096488,0.0105186669124259,3.09766524012343,34.7826417768656,6
"7",2.323e+10,2.505e+10,1.3208e+11,2.98e+09,1.59e+09,-431370000,2.56e+09,3.75e+09,3.59e+09,2.9e+09,"ABC",0,18.95,1.29,0.17,14.54,0.19,15.79,-0.0033,0.0103,0.0354,-0.2422,598.25,0.128,-1.95,0,11.65,238.01,0.94,7.18,0.66,1931510,2785340,0.011,0.011,"Health Care",2.3,-0.0819277198177791,0.00843779200813815,5.59522711346618,71.9118028763256,7
"8",2.35e+09,3.87e+09,6.24e+09,967200000,317300000,121300000,1900000,1.62e+09,92700000,-16700000,"ABG",20.7,14.2,0.94,0.37,6.34,0.62,12.2,0.0194,0.0463,0.0851,0.2706,220.5,0.124,4.26,0.145,0.07,440.66,1.16,13.81,1.22,295591,462638,0,0,"Consumer Durables",2.8,0.00580934040540676,0.0118660809007896,4.19175739947324,21.3090206393871,6
"9",7.547e+10,7.506e+10,2.05e+10,1.103e+10,4.52e+09,2.38e+09,9.85e+09,8.9e+09,0,0,"ABT",17.03,20.95,2.46,3.69,3.46,3.66,16.6,0.2204,0.1496,0,0,13.62,0.122,2.98,0.679,6.62,40.49,0,14.69,1.24,4936560,5802150,0.019,0.019,"Health Care",2,0.0541148775622359,0.00782232463314569,4.52551999314336,66.3635165294705,8
"10",8.22e+09,1.909e+10,9.84e+09,3.41e+09,3.71e+09,-2.94e+09,2.26e+09,1.29e+10,2.03e+09,17730000,"ABX",0,10.86,-27.2,0.83,0.81,1.94,5.14,-0.2987,0.2007,0.0346,-0.2062,8.44,-0.152,-2.53,-0.352,1.94,100.9,2.47,8.74,0.32,14574000,28541100,0.028,0.028,"Basic Industries",2.9,-0.433684176413957,0.022294017022307,11.8233481939002,60.6741573033708,9
"11",3.521e+10,3.927e+10,1.938e+10,5.93e+09,3.84e+09,2.96e+09,2.85e+09,7.65e+09,0,0,"ACE",12.24,11.49,1.22,1.81,1.19,2.03,10.23,0.1529,0.1921,0.0236,0.099,58.75,0.047,8.89,0.209,8.81,25.88,0.4,91.27,1.2,2173750,2859450,0.025,0.012,"Finance",2.3,0.00239604640316939,0.0071290050213043,3.64167736051152,0,10
"12",682190000,774670000,539940000,114700000,57710000,25400000,35540000,107650000,18530000,18020000,"ACET",26.59,18.74,1.12,1.26,2.82,1.44,13.42,0.047,0.0855,0.0694,0.1096,18.87,0.168,0.88,0.57,1.22,44.79,2.31,8.26,1.42,156661,134350,0.01,0.01,"Health Care",1.5,0.164497932158826,0.016694999897992,15.7549664316758,81.8181074380844,11
"13",38300000,4.26e+09,2.81e+09,370930000,323400000,-547410000,939490000,5.15e+09,2420000,23960000,"ACI",0,0,0,0.01,0.03,1.52,13.16,-0.195,-0.0295,-0.0061,-0.2969,13.22,-0.08,-2.58,0,4.42,330.21,2.93,7.34,3.37,6057950,4130990,0,0,"Energy",3.4,-0.825242718446602,0.0607972421508374,2.99741986063191,62.5,12
"14",290740000,307420000,142770000,130880000,17530000,-45470000,156170000,0,-1620000,-27750000,"ACTG",0,10.34,0.9,3.29,1,2.15,17.53,-0.3185,-0.2206,-0.0367,-0.0841,2.91,-0.195,-0.93,0,3.16,0,6.65,9.53,1.6,450922,716675,0.053,0.039,"Miscellaneous",2.3,-0.142803475353459,0.0158500635939381,8.89967337874249,47.7611940298508,13
"15",46320000,34880000,6070000,524000,-6530000,-7880000,14210000,9720000,-5900000,-5590000,"ACUR",0,0,0,6.25,5.79,5.75,-5.34,-1.2994,-1.1311,-0.2007,-0.7859,0.12,126.548,-0.16,0,0.29,149.13,3.98,0.13,1.46,242578,81513,0,0,"Health Care",2,0.0533333333333334,0.0346216180163545,11.4098579175789,52.9411764705882,14
"16",1.39e+09,1.52e+09,1.02e+09,212590000,147940000,-9150000,141010000,287620000,104980000,56270000,"ACXM",0,25.59,3.8,1.37,1.98,1.49,10.28,-0.0108,0.0635,0.0306,-0.0132,13.23,-0.042,-0.14,0,1.8,40.9,1.67,9.04,1.89,537744,422400,0,0,"Technology",1.5,-0.02291325695581,0.0122335243780328,4.64905200612698,24.6153846153843,15
"17",4.08e+10,3.879e+10,4.35e+09,3.52e+09,920560000,365200000,3.41e+09,1.9e+09,1.32e+09,1.14e+09,"ADBE",113.87,25.46,1.04,9.3,6.13,8.92,42.14,0.084,0.1372,0.0346,0.0551,8.72,0.088,0.72,0.666,6.86,28.81,2.16,13.27,1.27,2754540,2667980,0,0,"Technology",2,0.0712045587770504,0.00807465644499974,3.87301500052979,36.6754837407437,15
"18",1.829e+10,1.616e+10,3.14e+09,1.83e+09,1.14e+09,673400000,3.07e+09,892760000,988390000,633410000,"ADI",27.53,17.84,2.04,5.88,3.72,5.15,14.21,0.2148,0.2987,0.0858,0.1361,10.02,0.182,2.12,0.096,9.81,17.98,3.79,15.83,1.31,2363160,2815190,0.027,0.026,"Technology",2.3,-0.0615524855915009,0.0120215055331728,5.11530861338695,53.3058182500374,15
"19",2.942e+10,3.442e+10,7.801e+10,4.77e+09,4.07e+09,2.47e+09,1.3e+09,6.44e+09,5.36e+09,4.12e+09,"ADM",12.44,13.43,2.01,0.38,1.6,0.44,8.45,0.0317,0.0408,0.0479,0.1277,120.57,-0.154,3.81,0.846,2.09,34.34,1.68,29.96,1.2,3479040,3294540,0.024,0.022,"Consumer Non-Durables",2.6,-0.0111754898961502,0.00824253169728307,3.00614783760059,44.4975863647912,16
"20",3.745e+10,3.563e+10,1.279e+10,4.99e+09,2.74e+09,1.61e+09,1.84e+09,9700000,2.07e+09,1.64e+09,"ADP",27.18,21.62,2.34,2.94,7.29,2.79,13,0.1098,0.187,0.0406,0.2738,26.88,0.073,2.94,-0.061,3.91,0.19,1.07,10.99,1.04,1773750,2305000,0.025,0.024,"Technology",2.9,-0.0559669377052712,0.00790262945114632,3.66380786067018,50.0952286621226,15
"21",1.707e+10,3.08e+10,5.91e+09,1.66e+09,1.61e+09,495420000,822300000,1.465e+10,1.32e+09,0,"ADS",34.27,15.94,1.17,2.86,8.61,5.21,19.12,0.089,0.2117,0.0463,0.3079,97.1,0.186,8.03,-0.045,13.28,668.13,0,31.65,1.41,435205,816425,0,0,"Miscellaneous",2.1,-0.105386393407583,0.00925458791428027,7.54649355488822,47.062491175771,13
"22",1.151e+10,1.07e+10,2.57e+09,2.17e+09,248400000,72600000,1.83e+09,747400000,575900000,423400000,"ADSK",163.16,51.09,6.16,4.49,5.18,4.17,43.09,0.0283,0.0393,0.0134,0.0322,11.3,0.091,0.31,-0.325,8.04,33.6,1.84,9.77,1.74,2433540,1772010,0,0,"Technology",2.1,-0.192528690813038,0.0104070262047338,4.78451855797465,77.0270653762735,15
"23",879760000,729050000,609850000,311330000,35840000,26480000,141340000,28800000,54070000,47260000,"ADTN",33.47,23.57,1.75,1.39,1.71,1.2,20.34,0.0434,0.0348,0.018,0.0496,11.42,-0.091,0.49,-0.823,2.73,5.81,2.67,9.56,0.67,641194,568575,0.022,0.022,"Public Utilities",3.1,0.0440844075801794,0.00963424113518143,8.99136241259334,30.6488951708514,17
"24",9.97e+09,1.673e+10,5.8e+09,2.47e+09,2.07e+09,5.98e+08,6e+06,7.2e+09,1.61e+09,-771620000,"AEE",16.8,15.21,2.58,1.66,1.44,2.88,8.07,0.1031,0.2178,0.0359,0.0895,23.92,-0.023,2.44,0.125,0.03,105.1,0.79,27.63,0.58,1327240,1486410,0.043,0.041,"Public Utilities",2.5,-0.0188161343688724,0.00802305727294039,4.06795952826532,7.84312188386593e-05,17
"25",724920000,841370000,1.33e+09,279980000,133390000,-36490000,135930000,372440000,77550000,87610000,"AEGN",0,13.01,2.26,0.51,1.12,0.63,6.31,-0.0301,0.067,0.0431,-0.0515,35.59,0.01,-1.07,-0.691,3.8,59.5,2.45,17.02,1.29,243084,231562,0,0,"Basic Industries",2.7,0.0410742496050554,0.0164318397635609,11.4285841160644,5.88235294117651,18
"26",1.07e+09,910970000,583270000,194030000,81930000,53540000,155910000,0,97430000,90700000,"AEIS",19.99,11.9,7.84,1.85,2.23,1.56,11.12,0.0918,0.1047,0.0561,0.1115,14.44,0.001,1.31,0.446,3.81,0,3.56,11.85,1.57,266083,214712,0,0,"Capital Goods",1.8,0.0401112390786338,0.0142207085496295,3.09879282139891,44.0476190476189,1
"27",2.28e+09,2.43e+09,2.15e+09,653460000,289080000,141680000,295860000,687230000,519410000,1.62e+09,"AEL",16.89,10.82,1.2,1.04,0.96,1.13,8.4,0.066,0.1311,0.0041,0.0712,28.4,-0.089,1.75,0,3.85,29.54,0.19,30.25,1.81,438938,506925,0.008,0.007,"Finance",2.6,0.0196755961227337,0.0119394001455514,10.4071532899956,9.57451109094569,10
"28",2.775e+10,4.723e+10,1.698e+10,9.3e+09,5.2e+09,1.74e+09,3.02e+08,2.068e+10,4.62e+09,-849210000,"AEP",15.93,15.25,3.14,1.63,1.58,2.78,9.08,0.1027,0.1994,0.0357,0.1027,34.68,-0.025,3.55,0.103,0.62,118.58,0.64,35.54,0.53,2552500,2763600,0.039,0.037,"Public Utilities",2.2,-0.0132777545501814,0.00805494106662223,3.53389974386493,0,17
"29",9.22e+09,3.829e+10,4.67e+09,3.5e+09,2.32e+09,1.07e+09,1.59e+09,3.026e+10,2.89e+09,1.2e+09,"AER",8.92,8.38,2.06,2.1,1.2,8.2,16.5,0.2287,0.5101,0.0555,0.1979,23.28,3.879,5.25,4.693,7.5,365.93,0.85,38.54,1.9,2637460,1712400,0,0,"Technology",2.1,-0.000426824574758193,0.0107182473806647,4.80401485198463,28.4122281018374,15
"30",8.74e+09,2.747e+10,1.687e+10,3.09e+09,4.06e+09,9.78e+08,1.92e+09,2.04e+10,2.08e+09,-907120000,"AES",9.47,9.7,4.34,0.53,2.22,1.63,6.76,0.0575,0.1674,0.0447,0.1818,23.59,-0.065,1.35,0,2.73,289.99,1.16,5.72,0.95,6185410,5040010,0.031,0.028,"Basic Industries",2.1,-0.0342754504444859,0.0106139359342289,2.72421385838134,39.1867033389525,18
"31",3.938e+10,4.326e+10,5.91e+10,1.509e+10,4.95e+09,2.15e+09,4.16e+09,9.01e+09,3.42e+09,3.28e+09,"AET",18.69,13.81,1.48,0.67,2.65,0.73,8.74,0.0364,0.073,0.0501,0.146,167.68,0.079,6.04,0.168,11.92,59.58,0.8,43.11,0.34,3414990,3253440,0.009,0.009,"Health Care",2,0.0404176225432497,0.0139182840414409,5.01827024363678,22.138857681908,19
"32",6.06e+09,5.78e+09,5.87e+09,1.24e+09,8.86e+08,3.68e+08,1.66e+09,1.5e+09,1.42e+09,535380000,"AFG",16.97,12.27,1.61,1.04,1.24,0.98,6.52,0.0627,0.1257,0.0101,0.0643,66.35,0.202,4.06,-0.816,18.94,29.43,1.76,56.02,1.02,279125,280188,0.015,0.029,"Finance",2,0.0658562706282616,0.00639264465474826,3.59097777739762,22.9249407114623,10
"33",2.779e+10,3.142e+10,2.222e+10,8.36e+09,4.68e+09,2.88e+09,4.37e+09,8.92e+09,6.4e+09,197380000,"AFL",9.99,10.13,2.55,1.25,1.49,1.41,6.72,0.1297,0.2082,0.0236,0.168,49.73,-0.068,6.41,-0.094,10.07,47.88,0.37,42.97,0.96,2187660,2252390,0.025,0.024,"Finance",2.8,0.00396863059798119,0.00696287810625618,6.26388076585121,22.7621645593384,10
"34",375200000,487440000,234750000,90630000,58510000,-68530000,24970000,73660000,80440000,8890000,"AG",0,19.19,-1.29,1.57,0.68,2.08,8.33,-0.2919,-0.3584,-0.0647,-0.1242,2,-0.164,-0.58,0,0.2,14.14,0.83,4.43,-0.55,1277570,2045020,0,0,"Basic Industries",2.9,-0.361746361746362,0.0282540200683229,5.68518130019854,80.952380952381,20
"35",1.301e+11,1.6315e+11,1.464e+10,6.4e+09,4.71e+09,-2.26e+09,2.13e+09,4.432e+10,2.33e+09,3.18e+09,"AGN",0,15.8,1.3,8.81,1.94,11.14,34.64,-0.1529,0.0957,0.0108,-0.0553,58.89,0.595,-9.1,0,5.43,62.07,1.44,169.45,0.82,2170550,3283350,0.001,0,"Health Care",1.6,0.120984359080812,0.0129186329414755,4.77490862485404,24.0497747297348,21
"36",3.69e+09,3.84e+09,2.19e+09,1.87e+09,0,1.25e+09,1.23e+09,1.3e+09,4.99e+08,98120000,"AGO",3.28,9.23,3,1.74,0.67,1.75,0,0.5688,0.8435,0.0776,0.2268,13.2,0.914,7.46,3.786,8.18,22.54,0.44,37.86,2.49,2283730,1755890,0.019,0.018,"Finance",1.7,-0.0956388234208849,0.0151780202164729,19.6896365290349,65.2940816609843,22
"37",1.463e+10,1.837e+10,1.584e+10,3.55e+09,1.63e+09,7.93e+08,9.03e+08,4.8e+09,1.26e+09,-521880000,"AGU",20.34,11.71,0.81,0.91,2.31,1.16,11.28,0.0457,0.0692,0.0393,0.1243,109.97,-0.067,5.03,5,6.31,76.35,1.36,43.6,0.67,631319,786725,0.035,0.032,"Basic Industries",2.5,-0.0194862293958234,0.0127546776168147,2.89273172491726,40.6896615933369,18
"38",192860000,129120000,103510000,60080000,-5770000,-11500000,75070000,189000,-2190000,-13180000,"AGYS",0,105.88,-10.77,1.75,1.46,1.25,-22.39,-0.1111,-0.0864,-0.03,-0.0895,4.63,0.035,-0.52,0,3.34,0.15,2.08,5.53,1.26,39041,31963,0,0,"Technology",3,-0.161386138613861,0.0176708538784737,5.60952087530949,70.1986754966887,23
"39",112010000,20560000,273830000,118040000,5570000,89260000,81440000,0,-3.8e+07,-1820000,"AHC",1.19,0,0,0.42,0.94,0.08,3.69,0.3554,-0.0308,-0.0206,0.6249,12.53,0.016,4.33,0,3.75,0,3.01,5.72,2.14,117291,111850,0.068,0.48,"Consumer Services",2,-0.306279957929584,0.0211924060462714,13.3628557698624,29.8245614035088,24
"40",1.4e+09,1.67e+09,1.12e+09,316120000,95590000,37800000,11630000,2.38e+08,35500000,5400000,"AHS",37.73,24.12,2.37,1.23,5.09,1.49,17.48,0.0337,0.0698,0.0702,0.1525,24.04,0.36,0.78,0.6,0.25,87.9,1.55,5.71,0.52,576342,466725,0,0,"Technology",1.4,0.212108681544124,0.0139497607684952,6.38967397475579,67.9389435347544,15
"41",438670000,351840000,31670000,112160000,0,-43260000,3.7e+09,3.62e+09,83960000,0,"AI",0,3.81,-0.51,13.71,0.76,11.11,0,-1.3663,0.4561,-0.0123,-0.0726,1.47,0,-2.01,0,161.3,634.98,1.08,24.84,1.11,331188,426738,0.185,0.185,"Finance",2.4,-0.155887885294091,0.00752960467077236,10.4430371391435,38.5416265191391,25
"42",8.55e+10,1.0307e+11,6.34e+10,3.08e+10,1.724e+10,8.39e+09,1.378e+10,3.2e+10,4.63e+09,-5.707e+10,"AIG",10.88,11.51,1.43,1.36,0.81,1.63,5.98,0.1323,0.2002,0.0149,0.0789,45.14,-0.012,5.89,0.534,10.34,29.53,1.98,80.16,1.06,7178400,5879380,0.008,0.008,"Finance",2.1,0.127471991457097,0.00826606610897348,3.09283802233682,38.6792056781213,26
"43",668270000,862380000,784450000,248870000,104220000,35080000,42280000,247660000,76880000,53780000,"AIMC",19.17,13.73,1.01,0.84,2.62,1.1,8.27,0.0447,0.093,0.0649,0.1295,29.71,-0.086,1.33,-0.244,1.61,98.04,2.61,9.61,1.75,106484,108175,0.024,0.02,"Capital Goods",2.6,-0.0791016513338905,0.0102360922051609,5.3866260854115,22.2223765423528,1
"44",1.19e+09,1.29e+09,746360000,291640000,150210000,43160000,170840000,284640000,81760000,70450000,"AIN",27.57,18.89,1.51,1.58,2.43,1.73,8.57,0.0578,0.1242,0.0539,0.0836,23.43,0.006,1.35,0.15,5.34,58.51,2.57,15.11,1.42,80163,115650,0.019,0.018,"Basic Industries",1,-0.0768233965189248,0.0104689559053134,2.67122287419682,21.8750000000001,18
"45",954030000,1.02e+09,1.59e+09,159300000,81700000,-54800000,8.1e+07,1.54e+08,-4.3e+07,199910000,"AIR",106.52,12.83,1.58,0.57,1.08,0.64,12.49,0.0064,0.0079,0.0043,-0.0591,40.78,-0.011,0.25,-0.117,2.36,18.22,2.32,24.61,0.72,311397,239600,0.011,0.011,"Capital Goods",2,-0.101250272542927,0.0115342482859043,3.39625388626458,66.3264972928627,1
"46",1.55e+09,2.06e+09,1.02e+09,401980000,264510000,101830000,24780000,642190000,194930000,27790000,"AIRM",15.74,12.23,0.73,1.51,3.17,2.02,7.8,0.0945,0.1803,0.0865,0.2281,26.07,0.078,2.5,0.16,0.63,130.14,2.38,12.38,1.88,481173,871862,0,0,"Transportation",1.5,-0.172826547098415,0.0160863700244566,9.63310981240602,19.0821497584542,5
"47",6.11e+09,1.071e+10,950220000,603740000,544340000,20490000,164490000,3.89e+09,331270000,30260000,"AIV",17.75,16.63,2.33,6.48,4.23,11.27,19.67,0.3553,0.2728,0.0263,0.0464,6.43,-0.008,2.2,0.436,1.05,202.54,0.83,9.32,-0.19,1219230,1657460,0.03,0.028,"Consumer Services",2.6,0.0183577475991591,0.0100141203426355,2.91100636647721,100,27
"48",659540000,338040000,208860000,50240000,-40220000,-66110000,289150000,0,-37420000,-25730000,"AIXG",0,0,-0.23,2.96,1.34,1.62,-8.4,-0.3165,-0.2745,-0.0595,-0.138,1.82,-0.083,-0.58,0,2.59,0,3.19,4.13,1,52888,41388,0,0,"Technology",3.8,-0.139737991266376,0.0219651377327379,3.3392956312353,36.1904761904762,15
"49",5.07e+09,4.91e+09,1.053e+10,2.29e+09,781240000,383710000,1.31e+09,1.26e+09,88970000,-451390000,"AIZ",14.06,10.97,1.34,0.48,1,0.47,6.29,0.0364,0.0615,0.0134,0.0751,147.48,0.061,5.31,-0.635,19.33,24.66,0.78,75.12,0.95,688791,691438,0.016,0.015,"Finance",2.9,0.247097122254773,0.00849306276773653,3.12288990891386,28.0000468569821,10
"50",1.37e+10,1.285e+10,2.04e+09,1.35e+09,692700000,338890000,713280000,609650000,668780000,261080000,"AKAM",41.02,27.01,2.07,6.57,4.49,6.31,18.54,0.1664,0.2417,0.0806,0.119,11.43,0.161,1.87,0.068,4,20.45,4.61,16.69,1.63,1511290,3136580,0,0,"Miscellaneous",2.2,0.0128069847585683,0.0105702698179365,2.87592113508838,19.4160766796073,13
"51",524530000,2.89e+09,6.87e+09,4.98e+08,451400000,-315900000,89400000,2.53e+09,-200500000,-246700000,"AKS",0,16.39,-0.67,0.08,0,0.42,6.4,-0.0461,0.0322,0.0338,0,43.41,0.266,-2,0,0.5,0,1.87,-4.53,2.64,9612800,13927700,0,0,"Basic Industries",2.8,-0.408817635270541,0.0336589468142314,4.75758911352826,29.4117647058823,20
"52",5.06e+09,4.41e+09,795750000,578440000,211630000,145320000,438540000,0,0,0,"ALGN",35.2,30.14,1.96,6.29,6.5,5.54,20.83,0.1826,0.2442,0.1269,0.201,9.9,0.088,1.78,-0.119,5.46,0,2.95,9.59,1.65,803559,1413340,0,0,"Health Care",1.5,0.0594795708009463,0.0115588651532238,11.3529546125752,8.6330402151947,19
"53",2.82e+10,2.972e+10,3.551e+10,1.313e+10,5.16e+09,2.81e+09,3.41e+09,5.19e+09,3.33e+09,4.43e+09,"ALL",10.58,11.34,1.48,0.8,1.38,0.84,5.76,0.0824,0.1354,0.0259,0.1322,83.79,0.031,6.51,0.128,8.35,23.42,0.51,49.96,1.09,2620510,2020880,0.018,0.017,"Finance",2.4,-0.0238426755415865,0.00790149080930157,5.5849027590514,20.0003999946668,10
"54",173810000,55690000,118430000,82450000,4090000,-2140000,123770000,0,14480000,6780000,"ALLT",0,52.1,-45.65,1.48,0.99,0.47,13.63,-0.0181,-0.0087,-0.003,-0.0123,3.56,0.044,-0.07,0,3.71,0,4.84,5.32,0.2,143214,102250,0,0,"Technology",3.3,-0.399769585253456,0.0150921395354771,16.9174339773571,70.7317073170732,23
"55",64850000,127210000,223420000,37960000,19280000,1660000,36750000,98730000,20650000,6800000,"ALN",37.83,0,0,0.29,0.31,0.57,6.6,0.0075,0.0609,0.0266,0.0077,6.41,0.185,0.05,0,0.99,47.42,1.89,5.61,-0.65,38777,30150,0,0,"Consumer Non-Durables",0,0.338461538461538,0.0122340899026779,4.72601550656798,100,28
"56",4.15e+09,7.05e+09,2.56e+09,1.22e+09,527170000,-202030000,414670000,3.13e+09,1.54e+08,254050000,"ALR",26.05,16.88,2,1.61,2.82,2.75,13.38,0.0691,0.0784,0.019,-0.0871,30.71,-0.027,1.87,0,4.87,151.19,2.18,17.21,1.06,493544,471388,0,0,"Health Care",1.8,-0.0272163292532255,0.0104793942396027,2.9889684996981,98.3332527779126,11
"57",1.502e+10,1.427e+10,1.83e+09,1.28e+09,535260000,394330000,2.07e+09,1.49e+09,590680000,360810000,"ALTR",38.47,33.11,3.99,8.24,4.54,7.8,26.67,0.2156,0.257,0.0507,0.1176,6.02,-0.157,1.29,-0.446,6.86,44.99,4.57,10.98,0.56,6384390,2253540,0.015,0.014,"Technology",3,0.219446163698738,0.00875320602935208,14.440455339213,28.6822919291012,29
"58",2.138e+10,2.011e+10,9.33e+09,3.84e+09,1.93e+09,1.27e+09,3.23e+09,1.95e+09,1.35e+09,849750000,"AMAT",17.02,11.81,1.1,2.32,2.59,2.15,10.4,0.136,0.1676,0.0748,0.1604,7.63,0.038,1.02,0.389,2.62,23.32,2.76,6.78,2.12,17320800,14100300,0.023,0.023,"Technology",2,-0.199705836592019,0.011274589636134,11.0949742509106,50.9091768590352,30
"59",1.5e+09,2.74e+09,4.64e+09,1.84e+09,2.5e+07,-7.08e+08,8.29e+08,2.27e+09,-9.7e+07,94750000,"AMD",0,0,0.02,0.32,0,0.59,109.57,-0.1526,-0.0323,-0.0246,-3.9333,5.98,-0.346,-0.92,0,1.07,0,1.75,-0.18,2.33,15724900,14855600,0,0,"Technology",3.2,-0.160869565217391,0.022323178299693,9.38353496471866,19.047619047619,31
"60",1.47e+09,0,1.19e+09,0,88560000,-9880000,3130000,98440000,-44710000,-34950000,"AMED",0,27.61,0.42,1.21,3.92,0,0,-0.0082,0.0516,0.057,-0.0255,36.69,0.016,-0.3,0,0.09,26.79,0.89,10.9,-0.1,351552,506650,0,0,"Health Care",2.7,0.62677110365399,0.0171266594495873,5.42516020150385,53.9454772348833,32
"61",1.138e+10,1.299e+10,2.55e+09,0,992700000,502900000,631100000,1.92e+09,1.21e+09,0,"AMG",23.53,13.65,1.02,4.49,4.48,5.09,13.08,0.197,0.334,0.0755,0.2035,46.18,0.071,8.84,0.658,11.53,44.87,820.21,46.74,1.21,356591,476900,0,0,"Finance",1.5,-0.0649876843268447,0.00796320982956841,4.28009440602717,77.3888095134027,33
"62",1.3427e+11,1.238e+11,2.058e+10,1.564e+10,9.61e+09,5.71e+09,2.712e+10,3.034e+10,8.74e+09,6.23e+09,"AMGN",23.83,16.53,1.53,6.34,4.93,6.02,12.88,0.2774,0.3693,0.0699,0.2318,27.07,0.113,7.41,0.513,35.67,114.47,5.53,34.86,0.65,3288980,4866810,0.02,0.016,"Health Care",2.5,0.0568786055943516,0.0118485841634652,4.04220182096217,6.18307331076535,34
"63",2.246e+10,2.973e+10,1.241e+10,1.031e+10,3.82e+09,1.65e+09,3.04e+09,1.061e+10,0,0,"AMP",14.46,11.48,0.91,1.82,2.87,2.4,7.78,0.1332,0.2875,0.015,0.2114,66.32,0.018,8.69,0.11,17.02,117.92,6.78,44.07,1.43,1248140,1401490,0.022,0.024,"Finance",2.3,-0.00582830495542813,0.00897856928578714,4.03957949725893,31.7263042338544,10
"64",4.024e+10,5.635e+10,4.2e+09,3.01e+09,2.63e+09,782020000,323400000,1.572e+10,2.17e+09,-3.23e+09,"AMT",49.05,16.92,1.58,9.58,5.46,13.43,21.4,0.1944,0.3842,0.0435,0.1447,10.53,0.097,1.94,-0.045,0.76,211.55,0.53,17.38,0.42,2305290,2455200,0.018,0.017,"Consumer Services",1.7,0.00252989380519588,0.00907406056720058,2.68506396799738,84.9999770833617,27
"65",2.5076e+11,2.5157e+11,9.581e+10,2.624e+10,5.73e+09,-1.88e+08,1.4e+10,1.795e+10,8.98e+09,5.6e+09,"AMZN",0,108.53,9.44,2.62,21.35,2.63,43.93,-0.002,0.008,0.0106,-0.0168,206.04,0.199,-0.41,0,29.94,152.56,1.1,25.15,1.4,3265350,7204340,0,0,"Consumer Services",1.9,0.204560810542878,0.0121629538466236,15.9284984487287,32.0148477345581,35
